Date,PriceOpen,PriceHigh,PriceLow,PriceClose,VolumeTraded
7/11/2016 6:57,702,706.28,700.32,706.28,78.112
7/11/2016 7:59,703.58,708.35,703.53,704.99,100.301
7/11/2016 8:56,704.99,706.9,704.2,704.51,43.519
7/11/2016 9:59,705.7,707.41,701.7,704.03,171.636
7/11/2016 10:55,704.02,705.06,701.2,703.43,108.083
7/11/2016 11:59,703.43,704.59,701.03,702.85,253.261
7/11/2016 12:59,702.72,704.05,701.28,702.6,123.395
7/11/2016 13:59,704.04,704.05,700,700.01,348.01
7/11/2016 14:59,701.85,702.4,699.66,702.4,522.306
7/11/2016 15:59,702.4,703.5,701.02,703.49,183.51
7/11/2016 16:59,702.22,705.17,702.22,705,104.236
7/11/2016 17:59,704.99,707.07,702.81,706.33,131.331
7/11/2016 18:59,706.26,707.03,703.21,706.97,47.447
7/11/2016 19:59,707.02,707.43,703.6,706.39,99.156
7/11/2016 20:59,705.55,707,704.58,706.97,53.471
7/11/2016 21:58,706.98,707.35,705.01,706.99,28.049
7/11/2016 22:59,705.98,707,705,706.5,84.475
7/11/2016 23:55,705.3,706.5,702.28,702.86,57.057
8/11/2016 0:58,702.86,705.41,702.85,705.15,70.979
8/11/2016 1:59,705.15,705.15,702.92,705.12,27.647
8/11/2016 2:58,705.12,707,703.03,705.33,110.035
8/11/2016 3:57,707,707,703.38,705.32,359.016
8/11/2016 4:58,705.3,705.3,702.85,702.85,110.245
8/11/2016 5:59,703.21,704.66,702.14,703.63,46.985
8/11/2016 6:53,702.16,704.25,701.27,703.6,58.644
8/11/2016 7:58,701.04,703.58,701.02,702.71,9.924
8/11/2016 8:51,701.06,703.26,701.06,703.23,64.367
8/11/2016 9:59,702.11,703.38,701.59,701.59,75.639
8/11/2016 10:59,702.85,705.01,701.6,705.01,160.677
8/11/2016 11:59,705.01,705.24,703.31,704.05,98.547
8/11/2016 12:59,705.19,707,704.09,706.02,407.161
8/11/2016 13:59,706.07,709.97,705.05,707.3,1482.073
8/11/2016 14:58,708.17,711.87,706.71,710.67,563.069
8/11/2016 15:59,710.48,710.48,706.65,706.89,101.809
8/11/2016 16:59,706.89,709.97,704.68,707.57,494.9
8/11/2016 17:59,707.61,708.26,705,707.1,214.801
8/11/2016 18:58,707.04,708.13,705.57,707.47,86.2
8/11/2016 19:58,707.48,708.51,707.18,707.2,221.868
8/11/2016 20:59,707.2,708.83,705.58,708.49,245.335
8/11/2016 21:58,708.31,710.19,707.14,709.64,91.102
8/11/2016 22:59,710.14,712.92,708.15,709.14,360.041
8/11/2016 23:59,709.13,710.19,708.15,709.31,65.411
9/11/2016 0:59,708.17,709.59,707.15,707.15,21.175
9/11/2016 1:59,707.15,707.21,705.57,707.04,54.518
9/11/2016 2:56,706.08,714,705.45,713.83,251.642
9/11/2016 3:59,713.83,730,713.83,726.6,1280.861
9/11/2016 4:59,726.96,730.58,721.44,730.56,896.568
9/11/2016 5:59,730.56,737.99,729,735.66,990.12
9/11/2016 6:57,736.47,738,732.03,736.56,825.179
9/11/2016 7:59,735.14,740.86,734,736.61,507.15
9/11/2016 8:57,736.63,740.77,734.99,737.1,627.622
9/11/2016 9:59,737.46,738.19,728.86,730,615.465
9/11/2016 10:59,729.59,732.99,729,732.95,222.113
9/11/2016 11:59,732.96,732.99,730.45,731.51,231.723
9/11/2016 12:59,731.5,731.55,725.99,725.99,394.6
9/11/2016 13:59,725.97,727,723.21,725.99,369.486
9/11/2016 14:59,725.98,727,717.73,720,677.755
9/11/2016 15:59,719.99,722.91,719.08,722.2,224.891
9/11/2016 16:59,722.57,725.29,722.56,724.85,239.514
9/11/2016 17:59,724.93,724.99,722.76,723.45,250.244
9/11/2016 18:59,723.45,724,722.29,723.94,330.807
9/11/2016 19:58,723.94,724,723.9,724,64.329
9/11/2016 20:59,723.9,724,721.33,721.84,129.149
9/11/2016 21:58,721.75,721.8,716,716.7,281.238
9/11/2016 22:59,717.13,721.81,716.21,719.79,127.048
9/11/2016 23:58,719.79,721.85,718.96,721.5,88.879
10/11/2016 0:59,721.5,722,720.04,720.99,71.714
10/11/2016 1:59,720.99,721.99,719.76,720.81,130.381
10/11/2016 2:59,719.71,720.82,717,719.13,203.851
10/11/2016 3:59,719.13,720.4,707,719.27,730.219
10/11/2016 4:58,719.27,720.05,711.91,715,153.016
10/11/2016 5:55,715.95,717.6,714.05,717.2,19.29
10/11/2016 6:59,717.13,717.64,712,712.82,82.008
10/11/2016 7:59,713.95,713.98,711.4,713.98,217.471
10/11/2016 8:59,713.98,717.98,713.98,717.95,89.498
10/11/2016 9:59,717.95,717.95,715.12,717.95,227.452
10/11/2016 10:59,716.89,717.99,715.1,717.98,196.383
10/11/2016 11:59,716.31,718,716.31,718,177.018
10/11/2016 12:59,718,718,715.01,715.02,177.349
10/11/2016 13:59,715,717.72,715,717.61,333.104
10/11/2016 14:59,715.45,715.45,711,713.09,396.72
10/11/2016 15:59,713.09,715.45,712.06,715.45,261.298
10/11/2016 16:59,713.51,714.72,711.25,714.24,247.306
10/11/2016 17:59,714.54,716.31,713.16,714.16,112.199
10/11/2016 18:59,713.84,714.54,711,714.17,144.072
10/11/2016 19:59,714.17,714.5,709,710.45,222.816
10/11/2016 20:59,710.45,710.99,709.68,710.75,126.629
10/11/2016 21:59,710.76,710.95,708.16,710.5,224.772
10/11/2016 22:59,710.5,712,710.5,712,165.656
10/11/2016 23:58,712,714.89,712,714.47,265.799
11/11/2016 0:57,714.48,715.5,714.47,714.55,52.892
11/11/2016 1:59,714.62,717,714.2,714.48,147.073
11/11/2016 2:59,714.41,714.48,712.34,712.92,19.814
11/11/2016 3:52,713.86,714.47,712.99,714.2,5.799
11/11/2016 4:59,714.27,714.38,712.92,712.93,8.39
11/11/2016 5:59,713.27,714.24,712.28,712.28,43.107
11/11/2016 6:59,712.86,714.48,712.24,713.66,79.564
11/11/2016 7:59,713.03,715.79,712.68,714.39,61.895
11/11/2016 8:59,715.56,715.84,713.75,714.37,88.468
11/11/2016 9:59,714.02,715.95,714.02,715.93,82.514
11/11/2016 10:59,715.93,715.99,715.93,715.99,167.294
11/11/2016 11:59,715.97,715.99,715.95,715.95,639.777
11/11/2016 12:54,715.98,715.99,715.95,715.95,104.959
11/11/2016 13:59,715.97,718.85,715.95,718.62,62.155
11/11/2016 14:59,717.5,720.38,717,719.6,306.424
11/11/2016 15:59,719.99,720.94,712.82,712.82,415.082
11/11/2016 16:59,714.13,715.9,712.7,715.29,104.019
11/11/2016 17:59,715.31,715.9,714.78,715.39,225.907
11/11/2016 18:59,715.39,717.49,715.38,716.28,234.44
11/11/2016 19:59,716.33,716.37,715.35,715.83,167.925
11/11/2016 20:59,715.52,716.38,715.52,716,68.625
11/11/2016 21:59,716,716,714.86,715.6,145.171
11/11/2016 22:58,715.6,715.84,715.01,715.84,15.844
11/11/2016 23:59,715.84,716.39,715.07,716.39,54.52
12/11/2016 0:59,716.39,716.39,715.84,716.39,10.996
12/11/2016 1:59,716.02,716.39,716.01,716.38,11.084
12/11/2016 2:53,716.01,716.38,716,716.02,4.806
12/11/2016 3:57,716,716.02,715.07,715.64,10.265
12/11/2016 4:57,715.64,715.64,715.07,715.09,4.575
12/11/2016 5:58,715.09,715.09,715.07,715.09,45.743
12/11/2016 6:47,715.07,715.08,715.07,715.07,55.541
12/11/2016 7:59,715.07,715.08,715.07,715.08,35.15
12/11/2016 8:48,715.08,715.08,715.07,715.07,12.279
12/11/2016 9:59,715.08,715.09,708,708,672.08
12/11/2016 10:59,708.02,710.36,705.1,707.79,508.01
12/11/2016 11:59,707.79,709.37,704,708.16,225.401
12/11/2016 12:59,707.52,710.68,707.07,708.29,33.672
12/11/2016 13:59,708.3,709.44,705.28,706.95,38.843
12/11/2016 14:59,706.53,706.98,703.01,704.01,136.052
12/11/2016 15:59,704.03,705.88,702.76,703.01,248.553
12/11/2016 16:58,703.01,705.87,702.9,705.71,79.529
12/11/2016 17:59,705.71,705.89,704.04,704.27,35.849
12/11/2016 18:58,705,705.89,701.98,702.9,183.832
12/11/2016 19:58,702.92,702.92,701,702.49,116.83
12/11/2016 20:59,701.43,703,701.01,702.98,51.464
12/11/2016 21:59,702.98,704.99,701.69,704.04,56.424
12/11/2016 22:57,704.25,704.81,702.5,702.5,124.624
12/11/2016 23:51,702.49,703,701,702.28,109.948
13-11-16 0:59,701.17,702.56,695.08,695.24,345.415
13-11-16 1:59,695.24,697.77,690,694,557.162
13-11-16 2:59,693.9,694,693.9,693.94,92.549
13-11-16 3:53,693.94,693.94,693.61,693.62,58.473
13-11-16 4:54,693.61,693.62,690.95,692,174.463
13-11-16 5:58,691.86,691.86,689.01,689.86,204.137
13-11-16 6:58,690,690,689.01,689.96,89.514
13-11-16 7:59,689.97,690.01,689.96,690.01,107.1
13-11-16 8:58,690,692.11,690,692.11,207.323
13-11-16 9:59,692.01,692.11,690.4,691.08,41.99
13-11-16 10:59,691.11,691.15,691.11,691.14,46.322
13-11-16 11:59,691.14,692.09,691.14,692.09,54.717
13-11-16 12:57,692.09,692.09,691.14,691.29,115.514
13-11-16 13:59,691.29,691.29,686.02,686.5,507.986
13-11-16 14:59,686.76,690,684.78,685.52,737.17
13-11-16 15:59,685.45,692.11,683.23,692.11,657.839
13-11-16 16:59,692.09,701.12,692.06,698.23,815.947
13-11-16 17:59,698.17,699.4,696,698.37,229.866
13-11-16 18:59,698.31,699.23,697.76,698.6,270.987
13-11-16 19:53,698.6,699.23,698.59,699.23,173.172
13-11-16 20:55,699.3,699.97,698.83,699.97,101.016
13-11-16 21:59,699.97,702.89,699.02,702.58,216.117
13-11-16 22:59,702.56,702.58,699.02,700.03,184.628
13-11-16 23:53,700.02,701.75,700.02,700.38,34.143
14-11-16 0:59,700.38,701.5,698.82,699,111.45
14-11-16 1:50,699,701.36,699,701.2,57.577
14-11-16 2:59,700.16,701.19,699,699.09,939.965
14-11-16 3:59,700.07,702.84,699.27,702.14,1250.316
14-11-16 4:58,702.14,702.78,700.81,702.65,75.64
14-11-16 5:59,701.6,702.78,701.6,702.77,37.29
14-11-16 6:56,702.77,702.77,701.82,701.9,30.289
14-11-16 7:58,701.92,701.92,700.16,700.2,207.702
14-11-16 8:59,700.68,702.48,700.2,702.48,212.255
14-11-16 9:58,702.7,702.84,701.76,701.8,247.43
14-11-16 10:56,701.8,702.65,700.84,700.84,62.912
14-11-16 11:56,702.46,702.5,698.82,698.84,317.295
14-11-16 12:59,699.4,700.33,698.87,700.04,140.306
14-11-16 13:59,700.04,700.15,697.14,697.15,630.443
14-11-16 14:59,698.99,699.15,697.15,698.69,449.702
14-11-16 15:59,699.14,699.99,698.69,699.97,230.095
14-11-16 16:59,699.7,700.01,698.69,698.7,531.438
14-11-16 17:59,698.7,699.43,698.35,698.39,289.041
14-11-16 18:58,698.41,699.22,698.41,698.45,94.638
14-11-16 19:59,698.45,700.45,698.44,700.45,393.977
14-11-16 20:59,700.45,704.98,700.43,704.03,504.026
14-11-16 21:59,704.03,705.89,703.76,705,310.275
14-11-16 22:55,705.08,705.08,705,705.03,117.492
14-11-16 23:59,705.03,705.03,702.86,703.82,314.155
15-11-16 0:59,704.98,705.04,703.08,704.25,592.143
15-11-16 1:59,704.89,707.59,703.05,706.14,214.993
15-11-16 2:59,707.59,712,706.18,711.98,139.16
15-11-16 3:59,712,712,709.87,710.57,70.69
15-11-16 4:58,710.57,711.83,707.71,709.79,162.817
15-11-16 5:59,709.21,712.49,709.15,710.18,380.804
15-11-16 6:59,712.46,712.71,710,710.05,670.65
15-11-16 7:58,711.33,712,710.12,712,119.181
15-11-16 8:57,712,712,711.06,711.38,87.87
15-11-16 9:59,711.7,711.96,709.85,710.44,202.408
15-11-16 10:59,710.44,711.7,710.3,711.2,168.598
15-11-16 11:55,711.2,711.7,710.42,711.62,173.644
15-11-16 12:59,710.55,711.65,709.43,710.13,84.892
15-11-16 13:59,710.83,713.83,710,713.83,290.228
15-11-16 14:59,712.03,713.84,710.49,712.74,146.373
15-11-16 15:59,712.74,712.78,710.84,711.29,163.91
15-11-16 16:59,711.85,713,711.03,712.31,166.756
15-11-16 17:59,712.72,716.36,710.69,714.81,570.154
15-11-16 18:59,714.81,716.45,713.43,716.38,217.548
15-11-16 19:57,716.42,716.44,713.58,714.45,247.289
15-11-16 20:59,714.49,716.54,714.2,716.27,178.014
15-11-16 21:59,716.2,716.33,708.92,709.85,478.025
15-11-16 22:59,709.88,711.39,709.88,710.8,83.598
15-11-16 23:59,710.8,711.82,710.8,711.06,59.196
16-11-16 0:59,711.07,711.73,711.07,711.68,31.576
16-11-16 1:59,711.66,712.72,711.66,712.4,28.523
16-11-16 2:59,712.59,712.72,708.45,708.53,74.591
16-11-16 3:59,708.44,711.23,708.44,710.23,55.649
16-11-16 4:58,710.95,711.91,710.22,711.14,93.518
16-11-16 5:58,711.15,711.15,709.56,709.71,39.137
16-11-16 6:59,711.08,712.72,710.54,712.06,114.351
16-11-16 7:59,712.7,713.91,711.44,713.91,156.657
16-11-16 8:56,713.42,715,712.01,714.88,98.064
16-11-16 9:58,713.53,714.95,713.03,713.72,103.088
16-11-16 10:59,713.75,714.18,711,714.15,108.169
16-11-16 11:59,714.15,714.46,712.86,714.45,285.533
16-11-16 12:59,714.21,739.02,714.21,737.72,2038.711
16-11-16 13:59,737.72,738.15,720,734.19,1909.509
16-11-16 14:59,733.31,734.17,725.59,732.48,1131.826
16-11-16 15:59,732,733.33,724.02,730.05,1421.226
16-11-16 16:59,730.07,730.15,728.81,730,533.639
16-11-16 17:59,730,732,729.81,731.25,436.691
16-11-16 18:59,731.25,736.95,730.72,736.55,481.318
16-11-16 19:59,736.55,742.87,730.05,737.89,618.921
16-11-16 20:57,737.9,739.97,730,738.36,1113.651
16-11-16 21:59,738.41,739.82,738.07,739.8,224.655
16-11-16 22:59,739.8,739.8,737,737.17,157.709
16-11-16 23:59,737.17,739.71,737.17,739.71,328.335
17-11-16 0:59,739.71,739.71,738.4,739.67,484.954
17-11-16 1:59,739.7,740.54,739.57,740.54,363.961
17-11-16 2:59,740.67,742.4,739.99,742.4,191.498
17-11-16 3:59,742.32,742.51,742.25,742.5,127.442
17-11-16 4:59,742.43,747.5,742.43,747,576.372
17-11-16 5:59,747.04,747.77,747,747.7,163.867
17-11-16 6:57,747.7,747.74,744.81,744.82,186.91
17-11-16 7:59,744.58,747.74,742.75,747.51,305.166
17-11-16 8:59,747.51,747.77,746.58,746.58,272.721
17-11-16 9:59,745.02,748,745.02,748,323.289
17-11-16 10:59,748,748,745,747.7,155.366
17-11-16 11:59,747.7,749.98,732.22,744.3,1364.608
17-11-16 12:58,744.3,748.88,739.04,748,589.876
17-11-16 13:58,745.88,748,745,745.99,83.014
17-11-16 14:59,745.99,747.98,743.09,744.56,198.797
17-11-16 15:59,743.92,745.81,743.92,745.28,121.534
17-11-16 16:59,745.32,747.02,741.1,745,309.821
17-11-16 17:59,744.97,745.89,737.3,741.82,219.966
17-11-16 18:59,740.02,741.99,737.02,741.76,150.916
17-11-16 19:59,741.76,742.99,740.82,741.05,54.378
17-11-16 20:56,742.96,742.96,740.82,740.83,169.748
17-11-16 21:59,740.82,740.95,737.47,739.19,138.851
17-11-16 22:59,738.96,739.33,735.1,736.3,82.949
17-11-16 23:59,735.1,738.9,735.07,735.24,45.429
18-11-16 0:58,736,736.8,731.31,732,230.504
18-11-16 1:59,732.65,733.02,732.01,732.02,119.197
18-11-16 2:57,732.02,735.72,732.01,735.72,60.582
18-11-16 3:59,735.69,735.72,732.35,735.72,68.652
18-11-16 4:58,735.72,737,733.88,737,56.02
18-11-16 5:57,735.28,737,732.98,736.99,117.01
18-11-16 6:59,736.99,741.28,733.54,739.43,100.053
18-11-16 7:56,739.43,740.8,737.64,740.5,79.275
18-11-16 8:59,740.94,742.6,735.8,742.5,87.268
18-11-16 9:54,742.45,750,740.81,750,750.482
18-11-16 10:59,749.89,750,747.02,748.39,163.031
18-11-16 11:58,748.06,749.9,745.6,748.4,161.217
18-11-16 12:58,748.4,749.31,747.25,749.3,163.625
18-11-16 13:59,747.41,749.39,747.41,748.02,154.824
18-11-16 14:59,748.49,749.89,747.6,749.81,164.071
18-11-16 15:58,749.88,752.95,747,747.11,412.917
18-11-16 16:59,747.88,748.99,746.02,746.55,236.482
18-11-16 17:59,746.55,746.74,741.1,744.07,379.36
18-11-16 18:58,744.07,744.18,741.11,744.16,161.813
18-11-16 19:59,744.18,744.2,741.85,743.57,76.475
18-11-16 20:59,743.57,743.95,741.47,742.07,111.213
18-11-16 21:59,742.7,743.02,741.15,743.02,26.458
18-11-16 22:59,743.02,748.93,743.02,748.49,282.17
18-11-16 23:55,748.49,748.99,745.15,748.98,108.343
19-11-16 0:55,748.98,748.99,746.49,747.72,35.596
19-11-16 1:58,748.02,748.99,746.7,746.7,46.415
19-11-16 2:41,748.4,748.4,747.05,748.37,2.953
19-11-16 3:53,747.59,748.13,746.87,748.01,21.815
19-11-16 4:53,748,748.18,745.99,746.56,17.82
19-11-16 5:51,746.79,748.2,746.79,748.2,6.427
19-11-16 6:57,748.18,748.99,748.18,748.99,51.658
19-11-16 7:57,748.74,755.06,748,753.07,343.423
19-11-16 8:57,749.3,755.07,742.63,745.52,258.646
19-11-16 9:57,746.67,752.46,746,752.01,39.824
19-11-16 10:58,750.8,750.8,746.32,748.34,19.419
19-11-16 11:59,748.98,749.86,746,747.99,57.956
19-11-16 12:57,747.99,747.99,744.21,747.5,47.281
19-11-16 13:59,747.99,748,742.7,746.12,251.048
19-11-16 14:59,746.98,747.99,744.15,746.03,33.727
19-11-16 15:59,746.03,746.03,743.41,744.96,112.169
19-11-16 16:57,744.98,748.96,744.96,748.96,149.835
19-11-16 17:59,748.03,748.94,746.93,747.76,63.364
19-11-16 18:58,747.76,750.75,747.76,748.92,221.183
19-11-16 19:57,748.92,749.56,748.92,749.41,34.662
19-11-16 20:58,749.41,749.42,748.34,749,29.61
19-11-16 21:59,749.02,749.31,749.02,749.3,23.496
19-11-16 22:55,749.3,750.73,749.3,749.55,88.088
19-11-16 23:58,750.57,750.75,749.55,750.75,9.021
20-11-16 0:58,750.09,752.35,750.03,750.82,102.251
20-11-16 1:55,752.01,753,751.3,752.5,27.134
20-11-16 2:57,753,753.76,751.3,751.33,78.334
20-11-16 3:55,751.33,753.54,751.33,752,4.118
20-11-16 4:47,752.44,753.44,752,752.75,3.268
20-11-16 5:58,752.75,753.81,752.01,752.01,3.162
20-11-16 6:53,752.01,753.74,752.01,753.34,6.81
20-11-16 7:57,753.29,753.82,753.25,753.53,28.856
20-11-16 8:59,753.52,753.52,751.51,751.89,43.916
20-11-16 9:58,751.89,751.9,751.82,751.83,62.817
20-11-16 10:54,751.83,751.89,749.5,749.53,90.543
20-11-16 11:55,749.51,751.83,749.02,751.81,101.358
20-11-16 12:50,749.62,751.81,749.26,749.26,27.148
20-11-16 13:59,749.49,750.68,735.1,739.6,591.359
20-11-16 14:59,739.63,748.53,733.89,734.4,800.018
20-11-16 15:59,733.89,736.73,725.59,730,1097.413
20-11-16 16:59,729.24,734,725.66,732.54,168.823
20-11-16 17:59,732.54,733.61,720.05,723.17,688.058
20-11-16 18:59,723.2,726.16,714,716.05,728.644
20-11-16 19:59,716.1,728.88,715.35,727.78,306.516
20-11-16 20:59,727,727.78,723.01,726.21,170.96
20-11-16 21:59,726.98,727.41,723.02,724.01,189.752
20-11-16 22:59,724.98,727.09,724.98,727.02,148.543
20-11-16 23:57,727.03,727.09,727.02,727.09,56.16
21-11-16 0:57,727.09,727.78,727.03,727.78,84.083
21-11-16 1:59,727.78,728.03,727.09,728.03,52.961
21-11-16 2:58,727.99,729.98,727.11,729.95,132.127
21-11-16 3:59,729.95,729.95,727.14,728.64,65.127
21-11-16 4:59,728.64,728.64,727.15,727.68,58.717
21-11-16 5:55,728.61,728.64,727.17,728.64,52.387
21-11-16 6:58,728.63,729.98,728.14,729.98,117.404
21-11-16 7:58,729.98,729.98,727.92,729.98,192.974
21-11-16 8:59,729.71,733.33,728.05,732.49,265.001
21-11-16 9:59,733.26,735,733.26,734.78,60.042
21-11-16 10:59,733.67,734.58,728.79,733.3,338.768
21-11-16 11:59,734.57,734.57,727.99,729.75,73.982
21-11-16 12:56,729.73,734.68,728.57,734.45,180.058
21-11-16 13:59,734.47,734.69,733.13,734.57,69.995
21-11-16 14:58,734.57,736.01,734.47,735.43,327.323
21-11-16 15:59,734.43,735.34,732.33,734.35,173.527
21-11-16 16:59,734.35,734.5,732,734.49,179.97
21-11-16 17:59,733.94,737.73,733.4,737.6,134.127
21-11-16 18:58,737.68,738.8,734.73,735.46,279.987
21-11-16 19:57,735.46,738.88,735.46,738.87,216.983
21-11-16 20:58,738.87,739.2,734.46,734.99,662.266
21-11-16 21:59,735,735.68,735,735.67,112.931
21-11-16 22:58,735.67,738.34,735.67,738.3,94.189
21-11-16 23:59,738.26,738.27,735.04,736.76,92.65
22-11-16 0:59,736.92,736.98,732.74,736.12,119.515
22-11-16 1:58,736.23,736.27,732.51,734.99,102.52
22-11-16 2:59,734.78,735.56,730.27,735.56,262.352
22-11-16 3:59,735.56,736.98,733.09,736.98,211.228
22-11-16 4:58,736.98,738.26,735.6,735.6,78.394
22-11-16 5:57,737.71,738.26,737.71,738.25,20.76
22-11-16 6:59,738.1,738.34,736.9,738.11,67.266
22-11-16 7:58,738.11,738.99,738.1,738.99,64.601
22-11-16 8:59,738.99,739.99,737.36,739.23,159.225
22-11-16 9:59,738.97,739.27,735.29,737,132.546
22-11-16 10:58,737,738.95,737,738.74,252.5
22-11-16 11:58,738.74,738.95,737.63,738.95,54.072
22-11-16 12:59,738.95,738.95,734.34,737.98,314.809
22-11-16 13:59,737.98,737.99,736.28,737,157.647
22-11-16 14:59,737,747,736.35,746.21,1158.518
22-11-16 15:59,746.39,746.39,745,746.06,239.858
22-11-16 16:59,746.06,746.34,746.05,746.33,180.819
22-11-16 17:59,746.33,746.33,746.05,746.08,104.079
22-11-16 18:59,746.08,750,746.05,747.94,947.132
22-11-16 19:59,747.9,749,746.55,749,81.245
22-11-16 20:59,748.95,750,746.78,749.9,74.697
22-11-16 21:59,749.9,749.9,746.48,748.02,83.619
22-11-16 22:58,748.03,749.7,746.45,749.68,60.712
22-11-16 23:59,748.22,749.71,746.42,749.22,106.592
23-11-16 0:59,749.13,749.98,747.76,749.7,90.152
23-11-16 1:58,749.7,749.86,747.66,747.66,92.776
23-11-16 2:59,748.02,748.94,745.89,746,137.151
23-11-16 3:59,746,746.75,742,746.54,143.481
23-11-16 4:59,746.27,747.19,742.07,742.07,86.747
23-11-16 5:57,742.11,745.84,733.2,743.44,605.8
23-11-16 6:58,742.94,746.24,741.42,744.88,36.113
23-11-16 7:54,744.92,744.99,739.96,743.37,75.509
23-11-16 8:58,742.36,744.46,737.77,738.52,67.947
23-11-16 9:57,738.03,742.01,736.5,739,87.033
23-11-16 10:56,739.92,740.6,737.46,737.46,114.625
23-11-16 11:58,737.47,741.38,735.56,740.37,257.569
23-11-16 12:56,740.37,741.38,735.62,741.3,208.949
23-11-16 13:56,741.3,742,739.35,741.99,106.398
23-11-16 14:59,741.99,744,735.57,735.73,280.609
23-11-16 15:59,735.72,735.73,735,735.55,297.577
23-11-16 16:59,735.55,741.2,729.92,732.19,996.524
23-11-16 17:59,732.62,739.52,730.83,736.46,231.498
23-11-16 18:58,735.29,737,734.04,735.6,63.975
23-11-16 19:59,736.67,740.18,736.16,739.81,79.275
23-11-16 20:59,739.71,741.24,737.13,740.96,182.967
23-11-16 21:58,741.06,741.65,737.11,739.96,85.791
23-11-16 22:53,737.61,740.94,737.61,740.74,32.593
23-11-16 23:59,740.57,740.57,739.61,740.18,101.72
24-11-16 0:58,740.18,740.57,740.17,740.18,95.561
24-11-16 1:57,740.18,741.12,738.72,741.12,138.386
24-11-16 2:59,741.12,741.15,739.65,739.99,65.046
24-11-16 3:59,739.99,739.99,733.97,736.99,116.026
24-11-16 4:59,736.99,737,735.97,737,126.994
24-11-16 5:58,737,737,735.55,736.99,40.661
24-11-16 6:56,736.67,739.62,736.36,736.36,29.283
24-11-16 7:58,736.79,739.32,734.45,734.45,31.844
24-11-16 8:59,734.45,739,734.33,736.33,24.375
24-11-16 9:57,736.62,739.68,735,736.74,79.324
24-11-16 10:59,736.65,738.9,732.11,734.15,118.313
24-11-16 11:59,736.64,736.77,729.98,733.64,306.301
24-11-16 12:55,733.97,739.3,732.97,737.31,196.045
24-11-16 13:59,737.59,739.46,737.31,738.9,308.507
24-11-16 14:59,738.9,739.46,735.51,735.61,225.032
24-11-16 15:59,735.62,737.05,729.4,731.33,332.048
24-11-16 16:59,730.46,731,729,730,437.826
24-11-16 17:59,730,731,729.85,731,232.968
24-11-16 18:59,730.78,732.88,730.78,732.15,237.561
24-11-16 19:57,732.92,734.94,732.81,734.49,177.151
24-11-16 20:59,734.49,734.49,732.17,734.42,156.772
24-11-16 21:59,734.42,734.94,734.41,734.87,286.317
24-11-16 22:58,734.87,735.77,734.86,735.7,207.497
24-11-16 23:56,735.71,735.71,734.87,735.63,69.979
25-11-16 0:58,735.63,735.64,733.81,734.75,88.253
25-11-16 1:59,734.75,734.76,730,732.85,766.259
25-11-16 2:57,733.81,733.81,730.96,731.58,7.507
25-11-16 3:57,730.47,732.19,728.01,730.22,122.241
25-11-16 4:59,728.5,730.02,728,728.69,59.412
25-11-16 5:53,728.9,729.94,728.77,729.73,42.59
25-11-16 6:59,729.99,731.85,729.01,730.43,41.54
25-11-16 7:59,731.26,732.43,731.26,731.95,114.254
25-11-16 8:58,731.91,731.99,730.05,731.54,188.295
25-11-16 9:59,731.27,731.58,731.11,731.56,138.821
25-11-16 10:59,731.56,732.43,731.56,732.43,374.252
25-11-16 11:59,732.43,734.76,732.42,734.75,182.525
25-11-16 12:58,734.75,734.75,732.42,733.43,113.739
25-11-16 13:59,733.43,734.65,731.04,734.18,223.615
25-11-16 14:59,734.18,734.71,731.36,733.15,49.487
25-11-16 15:58,733.15,734.25,732.12,734.25,63.121
25-11-16 16:59,733.68,734.66,733.01,734.15,79.902
25-11-16 17:59,734.14,734.54,732,732.51,42.799
25-11-16 18:58,732.51,734.5,732.51,734.5,65.234
25-11-16 19:59,734.5,734.76,732.48,733.53,30.616
25-11-16 20:59,734.69,735.64,733.67,735.64,48.865
25-11-16 21:55,734.83,735.63,733.91,735.6,25.474
25-11-16 22:58,735.6,735.6,733.82,734.61,145.261
25-11-16 23:56,735.6,737.07,734.64,737.07,341.055
26-11-16 0:58,736.96,737.07,734.06,737.07,39.256
26-11-16 1:51,737.07,737.56,735.03,735.03,69.917
26-11-16 2:53,735.96,736.28,735.31,736.28,99.701
26-11-16 3:59,736.27,736.28,735.98,735.99,84.767
26-11-16 4:59,735.99,735.99,735.12,735.99,21.938
26-11-16 5:58,735.99,735.99,735.97,735.97,25.465
26-11-16 6:58,735.99,735.99,735.97,735.97,4.782
26-11-16 7:59,735.99,735.99,735.97,735.98,5.168
26-11-16 8:50,735.98,735.99,734.31,735.12,25.597
26-11-16 9:59,735.8,735.99,725.52,729.41,358.6
26-11-16 10:59,725.53,730.52,725,730.52,58.26
26-11-16 11:59,730.8,731.86,727.01,729.07,83.95
26-11-16 12:58,727,730.72,725.01,726.97,26.693
26-11-16 13:59,729.79,729.96,725.39,728,59.538
26-11-16 14:59,729.99,730.57,722.3,723.99,501.755
26-11-16 15:59,723.99,724,722.99,723.94,128.001
26-11-16 16:59,723.94,727.22,723.12,726.91,280.933
26-11-16 17:59,726.19,729.76,726.19,729.59,258.689
26-11-16 18:57,729.47,730,728.38,729.05,62.894
26-11-16 19:58,729.02,729.02,728.4,728.91,13.752
26-11-16 20:53,728.91,728.91,728.9,728.9,19.414
