#,Date,Bitcoin,BTC,Blockchain,Cryptocurrency,Iota
5674,23-10-16 9:59,73,42,41,27,75
5675,23-10-16 10:59,76,47,42,45,71
5676,23-10-16 11:59,74,49,35,43,69
5677,23-10-16 12:58,78,55,41,47,66
5678,23-10-16 13:57,75,56,40,47,63
5679,23-10-16 14:59,75,65,46,54,46
5680,23-10-16 15:58,67,69,51,63,51
5681,23-10-16 16:59,68,63,52,54,32
5682,23-10-16 17:56,66,62,55,51,35
5683,23-10-16 18:54,64,63,47,49,27
5684,23-10-16 19:59,67,59,51,57,46
5685,23-10-16 20:55,67,59,48,75,43
5686,23-10-16 21:59,65,56,44,77,40
5687,23-10-16 22:58,65,54,44,65,38
5688,23-10-16 23:59,67,53,42,67,43
5689,24-10-16 0:59,75,54,39,36,46
5690,24-10-16 1:59,72,51,43,48,57
5691,24-10-16 2:59,78,51,44,42,61
5692,24-10-16 3:58,80,43,40,58,50
5693,24-10-16 4:59,81,44,46,38,61
5694,24-10-16 5:59,82,43,46,50,51
5695,24-10-16 6:59,92,48,46,52,66
5696,24-10-16 7:58,90,45,45,67,74
5697,24-10-16 8:59,98,42,43,49,72
5698,24-10-16 9:58,87,47,35,48,72
5699,24-10-16 10:59,83,49,40,59,66
5700,24-10-16 11:58,79,49,38,68,56
5701,24-10-16 12:59,100,59,37,26,68
5702,24-10-16 13:59,81,61,43,46,66
5703,24-10-16 14:57,78,69,44,56,51
5704,24-10-16 15:59,78,69,50,51,56
5705,24-10-16 16:59,74,61,47,51,35
5706,24-10-16 17:59,71,64,48,49,48
5707,24-10-16 18:56,68,62,48,46,34
5708,24-10-16 19:58,73,58,52,57,38
5709,24-10-16 20:57,71,54,43,50,31
5710,24-10-16 21:58,68,51,44,71,40
5711,24-10-16 22:58,75,59,46,70,45
5712,24-10-16 23:58,73,47,47,65,48
5713,25-10-16 0:58,71,47,51,39,52
5714,25-10-16 1:58,73,46,51,48,47
5715,25-10-16 2:59,72,42,49,36,53
5716,25-10-16 3:59,71,42,49,44,52
5717,25-10-16 4:59,76,37,50,51,52
5718,25-10-16 5:59,79,39,54,50,80
5719,25-10-16 6:56,88,40,67,55,78
5720,25-10-16 7:59,87,43,58,60,72
5721,25-10-16 8:59,86,52,59,56,77
5722,25-10-16 9:59,85,45,57,49,82
5723,25-10-16 10:59,80,50,60,53,95
5724,25-10-16 11:58,82,54,61,69,99
5725,25-10-16 12:59,82,60,59,67,72
5726,25-10-16 13:59,85,66,61,88,74
5727,25-10-16 14:59,80,60,73,74,56
5728,25-10-16 15:59,76,80,82,57,51
5729,25-10-16 16:59,75,100,95,67,41
5730,25-10-16 17:56,78,97,100,56,40
5731,25-10-16 18:59,70,89,95,51,41
5732,25-10-16 19:59,69,74,85,54,39
5733,25-10-16 20:59,72,66,82,48,42
5734,25-10-16 21:59,72,66,85,49,54
5735,25-10-16 22:57,74,59,89,52,61
5736,25-10-16 23:59,75,60,88,57,80
5737,26-10-16 0:59,77,57,81,48,77
5738,26-10-16 1:59,77,53,74,44,65
5739,26-10-16 2:59,76,49,71,60,65
5740,26-10-16 3:59,79,47,70,38,83
5741,26-10-16 4:59,83,46,66,51,89
5742,26-10-16 5:59,87,47,75,50,82
5743,26-10-16 6:59,88,45,75,46,84
5744,26-10-16 7:59,95,47,72,47,93
5745,26-10-16 8:56,90,47,76,58,84
5746,26-10-16 9:59,90,48,75,35,92
5747,26-10-16 10:59,45,59,69,36,90
5748,26-10-16 11:59,44,67,67,55,100
5749,26-10-16 12:59,46,72,66,54,83
5750,26-10-16 13:59,45,83,73,61,90
5751,26-10-16 14:59,45,79,75,63,70
5752,26-10-16 15:59,39,82,80,60,56
5753,26-10-16 16:59,39,92,84,63,50
5754,26-10-16 17:59,37,84,87,57,40
5755,26-10-16 18:59,38,89,99,53,46
5756,26-10-16 19:57,38,83,97,62,47
5757,26-10-16 20:58,37,75,85,66,47
5758,26-10-16 21:59,35,72,85,55,42
5759,26-10-16 22:59,36,74,91,50,51
5760,26-10-16 23:58,37,67,84,51,57
5761,27-10-16 0:59,39,72,78,53,60
5762,27-10-16 1:59,38,67,76,37,69
5763,27-10-16 2:59,40,64,67,51,70
5764,27-10-16 3:56,38,62,62,51,59
5765,27-10-16 4:58,39,56,66,48,79
5766,27-10-16 5:59,40,57,69,62,78
5767,27-10-16 6:59,43,55,70,56,73
5768,27-10-16 7:59,47,55,72,63,80
5769,27-10-16 8:59,48,60,68,57,82
5770,27-10-16 9:58,48,55,61,56,81
5771,27-10-16 10:59,42,55,61,59,77
5772,27-10-16 11:59,43,65,61,59,89
5773,27-10-16 12:59,43,68,70,56,70
5774,27-10-16 13:59,43,77,65,53,76
5775,27-10-16 14:58,44,84,65,70,79
5776,27-10-16 15:59,43,82,73,77,45
5777,27-10-16 16:59,38,87,82,64,43
5778,27-10-16 17:59,41,90,91,69,49
5779,27-10-16 18:59,40,83,100,57,42
5780,27-10-16 19:59,38,78,83,60,49
5781,27-10-16 20:59,39,77,80,57,42
5782,27-10-16 21:59,37,72,75,58,33
5783,27-10-16 22:59,38,71,75,48,53
5784,27-10-16 23:58,39,74,77,61,60
5785,28-10-16 0:55,40,75,75,48,55
5786,28-10-16 1:59,40,71,71,49,72
5787,28-10-16 2:59,43,70,67,50,62
5788,28-10-16 3:59,45,66,66,47,79
5789,28-10-16 4:59,45,60,68,48,64
5790,28-10-16 5:59,47,62,60,42,69
5791,28-10-16 6:59,48,60,67,45,65
5792,28-10-16 7:57,49,58,67,51,62
5793,28-10-16 8:58,53,60,65,47,76
5794,28-10-16 9:59,50,59,68,46,79
5795,28-10-16 10:59,50,63,62,48,75
5796,28-10-16 11:59,50,71,62,49,73
5797,28-10-16 12:59,53,77,62,63,82
5798,28-10-16 13:59,52,86,62,50,84
5799,28-10-16 14:59,52,90,61,65,68
5800,28-10-16 15:58,50,100,72,65,56
5801,28-10-16 16:59,46,95,78,60,46
5802,28-10-16 17:59,47,94,82,50,48
5803,28-10-16 18:59,44,87,93,55,36
5804,28-10-16 19:59,43,84,89,60,44
5805,28-10-16 20:58,43,80,73,70,42
5806,28-10-16 21:59,42,75,75,51,45
5807,28-10-16 22:59,41,71,78,58,46
5808,28-10-16 23:59,40,74,71,56,57
5809,29-10-16 0:58,42,73,69,45,61
5810,29-10-16 1:59,43,71,71,53,56
5811,29-10-16 2:57,41,67,59,50,62
5812,29-10-16 3:58,42,64,59,42,63
5813,29-10-16 4:58,42,58,55,51,64
5814,29-10-16 5:55,45,58,58,51,72
5815,29-10-16 6:59,50,62,68,45,68
5816,29-10-16 7:58,51,67,80,63,73
5817,29-10-16 8:58,53,63,56,53,77
5818,29-10-16 9:59,50,60,51,50,69
5819,29-10-16 10:57,49,68,46,49,87
5820,29-10-16 11:59,49,71,50,54,73
5821,29-10-16 12:59,48,70,57,79,73
5822,29-10-16 13:59,49,77,50,60,68
5823,29-10-16 14:59,46,78,56,67,64
5824,29-10-16 15:59,45,84,60,61,46
5825,29-10-16 16:58,44,83,66,66,38
5826,29-10-16 17:59,41,85,74,64,50
5827,29-10-16 18:59,40,88,79,57,40
5828,29-10-16 19:54,42,78,81,54,39
5829,29-10-16 20:59,45,70,72,53,42
5830,29-10-16 21:59,43,71,62,52,45
5831,29-10-16 22:59,43,70,65,54,51
5832,29-10-16 23:59,42,71,63,59,51
5833,30-10-16 0:57,42,70,66,54,62
5834,30-10-16 1:59,46,72,60,46,66
5835,30-10-16 2:58,100,71,57,60,58
5836,30-10-16 3:59,59,70,54,56,55
5837,30-10-16 4:59,59,62,51,46,68
5838,30-10-16 5:58,47,61,51,50,59
5839,30-10-16 6:59,46,61,51,53,71
5840,30-10-16 7:58,49,59,46,62,67
5841,30-10-16 8:59,46,64,43,51,71
5842,30-10-16 9:54,46,68,36,62,80
5843,30-10-16 10:59,48,72,42,55,52
5844,30-10-16 11:59,50,65,35,42,49
5845,30-10-16 12:59,56,77,38,63,60
5846,30-10-16 13:59,57,75,41,63,47
5847,30-10-16 14:59,62,95,42,61,51
5848,30-10-16 15:59,60,100,43,77,46
5849,30-10-16 16:58,59,97,51,66,50
5850,30-10-16 17:59,53,98,42,64,40
5851,30-10-16 18:59,50,90,47,61,31
5852,30-10-16 19:59,52,90,46,67,35
5853,30-10-16 20:57,48,86,46,69,31
5854,30-10-16 21:55,47,83,46,62,31
5855,30-10-16 22:59,48,76,48,50,40
5856,30-10-16 23:57,51,78,45,56,40
5857,31-10-16 0:59,50,80,41,62,43
5858,31-10-16 1:59,53,81,40,62,53
5859,31-10-16 2:58,50,81,41,59,43
5860,31-10-16 3:59,51,76,41,63,58
5861,31-10-16 4:59,51,76,42,58,49
5862,31-10-16 5:58,50,69,39,41,58
5863,31-10-16 6:59,54,64,37,66,46
5864,31-10-16 7:59,58,68,43,55,56
5865,31-10-16 8:59,56,69,40,59,65
5866,31-10-16 9:58,56,72,34,59,52
5867,31-10-16 10:59,52,68,36,42,69
5868,31-10-16 11:59,52,68,31,61,67
5869,31-10-16 12:59,51,71,35,100,55
5870,31-10-16 13:59,51,75,32,68,66
5871,31-10-16 14:59,51,81,40,72,51
5872,31-10-16 15:59,49,89,41,70,50
5873,31-10-16 16:59,50,88,44,77,32
5874,31-10-16 17:59,50,90,41,52,43
5875,31-10-16 18:59,45,82,44,46,35
5876,31-10-16 19:59,42,78,45,62,26
5877,31-10-16 20:59,45,79,46,67,42
5878,31-10-16 21:58,45,73,45,67,34
5879,31-10-16 22:55,42,73,47,66,38
5880,31-10-16 23:57,45,60,42,49,41
5881,1/11/2016 0:56,43,67,45,66,50
5882,1/11/2016 1:59,45,62,49,59,62
5883,1/11/2016 2:59,43,67,42,48,59
5884,1/11/2016 3:59,44,63,43,56,53
5885,1/11/2016 4:59,43,60,38,61,54
5886,1/11/2016 5:55,43,56,44,59,71
5887,1/11/2016 6:59,46,59,45,58,68
5888,1/11/2016 7:58,46,58,49,64,66
5889,1/11/2016 8:59,50,61,51,61,87
5890,1/11/2016 9:59,50,67,48,48,81
5891,1/11/2016 10:59,48,76,45,54,90
5892,1/11/2016 11:59,45,68,47,56,89
5893,1/11/2016 12:59,71,73,43,70,86
5894,1/11/2016 13:59,51,76,53,62,61
5895,1/11/2016 14:59,50,88,52,63,85
5896,1/11/2016 15:59,60,91,63,52,49
5897,1/11/2016 16:59,50,97,60,63,43
5898,1/11/2016 17:59,44,95,69,64,33
5899,1/11/2016 18:59,45,89,74,65,34
5900,1/11/2016 19:59,43,86,75,52,36
5901,1/11/2016 20:59,45,85,74,53,37
5902,1/11/2016 21:57,43,77,60,48,35
5903,1/11/2016 22:59,45,77,64,50,45
5904,1/11/2016 23:53,43,75,68,48,48
5905,2/11/2016 0:55,45,73,68,55,54
5906,2/11/2016 1:49,44,71,65,51,58
5907,2/11/2016 2:59,45,70,62,56,60
5908,2/11/2016 3:57,45,65,52,58,71
5909,2/11/2016 4:59,45,58,55,51,65
5910,2/11/2016 5:53,45,60,56,60,70
5911,2/11/2016 6:59,47,62,57,61,79
5912,2/11/2016 7:58,48,63,58,55,75
5913,2/11/2016 8:58,48,62,59,52,75
5914,2/11/2016 9:59,51,63,57,63,67
5915,2/11/2016 10:59,47,61,47,47,82
5916,2/11/2016 11:58,51,57,49,49,60
5917,2/11/2016 12:59,52,67,57,68,55
5918,2/11/2016 13:59,55,75,60,100,56
5919,2/11/2016 14:59,57,73,55,62,65
5920,2/11/2016 15:59,57,82,54,62,46
5921,2/11/2016 16:59,53,87,62,87,43
5922,2/11/2016 17:58,54,86,70,62,34
5923,2/11/2016 18:56,52,92,70,83,26
5924,2/11/2016 19:59,50,85,77,59,24
5925,2/11/2016 20:59,51,83,72,57,30
5926,2/11/2016 21:59,51,81,71,64,29
5927,2/11/2016 22:58,57,81,70,71,27
5928,2/11/2016 23:59,59,85,69,66,35
5929,3/11/2016 0:58,55,78,73,63,37
5930,3/11/2016 1:57,64,72,72,65,48
5931,3/11/2016 2:59,55,73,68,44,50
5932,3/11/2016 3:59,54,72,69,62,50
5933,3/11/2016 4:58,53,67,61,60,52
5934,3/11/2016 5:57,56,67,60,67,67
5935,3/11/2016 6:59,51,61,60,49,58
5936,3/11/2016 7:59,55,63,60,47,46
5937,3/11/2016 8:58,56,67,62,63,51
5938,3/11/2016 9:59,59,68,62,56,59
5939,3/11/2016 10:59,58,72,58,68,57
5940,3/11/2016 11:59,55,73,54,53,56
5941,3/11/2016 12:59,55,77,50,67,62
5942,3/11/2016 13:58,61,75,53,71,66
5943,3/11/2016 14:59,60,84,59,77,62
5944,3/11/2016 15:59,60,88,60,56,46
5945,3/11/2016 16:59,57,99,66,71,43
5946,3/11/2016 17:59,52,100,69,79,39
5947,3/11/2016 18:59,49,91,72,61,28
5948,3/11/2016 19:58,47,90,75,78,27
5949,3/11/2016 20:59,48,88,89,64,38
5950,3/11/2016 21:59,49,81,84,73,34
5951,3/11/2016 22:59,48,75,72,57,34
5952,3/11/2016 23:59,47,74,72,66,36
5953,4/11/2016 0:59,48,74,76,53,44
5954,4/11/2016 1:58,49,74,75,54,57
5955,4/11/2016 2:59,50,74,75,64,100
5956,4/11/2016 3:59,50,70,66,53,54
5957,4/11/2016 4:57,48,69,63,45,54
5958,4/11/2016 5:57,50,69,62,55,61
5959,4/11/2016 6:56,50,57,61,43,57
5960,4/11/2016 7:59,53,59,65,55,61
5961,4/11/2016 8:59,53,57,63,56,52
5962,4/11/2016 9:59,58,63,56,59,59
5963,4/11/2016 10:59,55,68,55,51,60
5964,4/11/2016 11:59,59,71,49,50,62
5965,4/11/2016 12:59,55,75,48,65,66
5966,4/11/2016 13:59,58,81,54,73,58
5967,4/11/2016 14:58,55,82,58,60,54
5968,4/11/2016 15:59,54,87,57,63,45
5969,4/11/2016 16:59,60,97,66,78,49
5970,4/11/2016 17:59,55,95,71,91,34
5971,4/11/2016 18:59,51,94,80,77,30
5972,4/11/2016 19:59,50,84,91,66,36
5973,4/11/2016 20:59,49,85,91,58,27
5974,4/11/2016 21:59,50,82,85,63,31
5975,4/11/2016 22:59,49,78,72,55,29
5976,4/11/2016 23:57,49,81,73,59,31
5977,5/11/2016 0:59,48,76,75,52,44
5978,5/11/2016 1:58,48,77,79,58,46
5979,5/11/2016 2:59,51,79,75,50,58
5980,5/11/2016 3:59,51,72,69,52,51
5981,5/11/2016 4:59,51,65,63,59,51
5982,5/11/2016 5:57,60,69,72,54,57
5983,5/11/2016 6:56,56,69,60,47,57
5984,5/11/2016 7:46,53,64,59,58,56
5985,5/11/2016 8:57,58,67,61,56,55
5986,5/11/2016 9:59,60,67,53,47,55
5987,5/11/2016 10:59,61,70,54,61,62
5988,5/11/2016 11:59,57,68,50,56,60
5989,5/11/2016 12:59,57,78,50,51,61
5990,5/11/2016 13:59,56,79,70,81,61
5991,5/11/2016 14:59,58,84,60,76,50
5992,5/11/2016 15:57,57,88,66,71,40
5993,5/11/2016 16:59,55,94,67,67,44
5994,5/11/2016 17:59,54,98,73,71,39
5995,5/11/2016 18:59,51,93,77,75,27
5996,5/11/2016 19:55,48,90,83,69,32
5997,5/11/2016 20:59,48,90,82,73,27
5998,5/11/2016 21:59,48,84,75,69,24
5999,5/11/2016 22:59,45,79,74,45,32
6000,5/11/2016 23:59,45,74,67,53,36
6001,6/11/2016 0:48,46,74,68,54,43
6002,6/11/2016 1:57,46,72,79,54,45
6003,6/11/2016 2:57,47,74,65,57,47
6004,6/11/2016 3:59,48,69,65,60,45
6005,6/11/2016 4:58,47,63,58,53,53
6006,6/11/2016 5:59,49,63,61,48,48
6007,6/11/2016 6:38,48,57,54,50,54
6008,6/11/2016 7:57,49,54,57,62,61
6009,6/11/2016 8:59,49,54,51,56,50
6010,6/11/2016 9:51,50,57,51,40,54
6011,6/11/2016 10:59,52,55,46,59,47
6012,6/11/2016 11:57,53,57,43,54,52
6013,6/11/2016 12:57,50,64,45,61,53
6014,6/11/2016 13:56,51,68,39,74,45
6015,6/11/2016 14:59,53,75,43,62,49
6016,6/11/2016 15:56,51,83,41,61,60
6017,6/11/2016 16:58,53,84,42,75,36
6018,6/11/2016 17:59,47,92,45,64,32
6019,6/11/2016 18:58,46,87,44,47,27
6020,6/11/2016 19:59,43,84,51,51,33
6021,6/11/2016 20:59,43,85,48,77,29
6022,6/11/2016 21:58,45,82,47,81,18
6023,6/11/2016 22:59,44,74,46,57,29
6024,6/11/2016 23:59,41,71,48,62,29
6025,7/11/2016 0:59,43,69,51,57,31
6026,7/11/2016 1:59,45,69,47,53,32
6027,7/11/2016 2:58,48,68,45,59,42
6028,7/11/2016 3:56,100,67,46,57,36
6029,7/11/2016 4:52,52,57,47,54,42
6030,7/11/2016 5:59,47,57,41,50,40
6031,7/11/2016 6:57,45,50,40,63,38
6032,7/11/2016 7:59,49,50,42,49,40
6033,7/11/2016 8:56,45,48,45,48,45
6034,7/11/2016 9:59,56,54,43,42,41
6035,7/11/2016 10:55,50,53,37,38,52
6036,7/11/2016 11:59,49,57,39,53,47
6037,7/11/2016 12:59,48,52,35,59,45
6038,7/11/2016 13:59,50,61,41,76,48
6039,7/11/2016 14:59,52,74,39,57,44
6040,7/11/2016 15:59,55,73,38,75,39
6041,7/11/2016 16:59,55,87,42,56,39
6042,7/11/2016 17:59,57,81,56,66,31
6043,7/11/2016 18:59,55,76,44,65,27
6044,7/11/2016 19:59,48,81,45,48,21
6045,7/11/2016 20:59,45,76,49,51,26
6046,7/11/2016 21:58,44,74,47,51,22
6047,7/11/2016 22:59,44,65,45,58,23
6048,7/11/2016 23:55,44,62,42,47,27
6049,8/11/2016 0:58,45,61,48,55,29
6050,8/11/2016 1:59,46,58,48,51,36
6051,8/11/2016 2:58,48,57,44,62,36
6052,8/11/2016 3:57,50,56,44,64,33
6053,8/11/2016 4:58,47,56,49,57,38
6054,8/11/2016 5:59,47,53,47,62,42
6055,8/11/2016 6:53,44,47,44,62,46
6056,8/11/2016 7:58,46,48,45,51,50
6057,8/11/2016 8:51,46,51,48,55,51
6058,8/11/2016 9:59,50,51,47,57,63
6059,8/11/2016 10:59,50,57,48,54,65
6060,8/11/2016 11:59,50,69,45,59,58
6061,8/11/2016 12:59,48,66,53,42,71
6062,8/11/2016 13:59,49,70,53,59,60
6063,8/11/2016 14:58,49,71,58,60,61
6064,8/11/2016 15:59,52,76,64,69,54
6065,8/11/2016 16:59,55,86,78,90,56
6066,8/11/2016 17:59,51,83,70,71,36
6067,8/11/2016 18:58,49,87,74,79,39
6068,8/11/2016 19:58,47,85,90,66,35
6069,8/11/2016 20:59,47,81,100,59,34
6070,8/11/2016 21:58,47,78,92,62,28
6071,8/11/2016 22:59,46,70,77,68,27
6072,8/11/2016 23:59,46,69,75,52,34
6073,9/11/2016 0:59,46,72,72,61,36
6074,9/11/2016 1:59,47,71,79,56,45
6075,9/11/2016 2:56,48,69,75,51,55
6076,9/11/2016 3:59,47,63,68,51,54
6077,9/11/2016 4:59,48,61,62,53,64
6078,9/11/2016 5:59,45,59,60,57,56
6079,9/11/2016 6:57,48,57,59,56,59
6080,9/11/2016 7:59,49,55,64,53,65
6081,9/11/2016 8:57,49,60,70,60,64
6082,9/11/2016 9:59,53,61,61,59,60
6083,9/11/2016 10:59,53,55,58,39,64
6084,9/11/2016 11:59,51,62,50,52,65
6085,9/11/2016 12:59,52,47,50,49,88
6086,9/11/2016 13:59,52,48,58,35,82
6087,9/11/2016 14:59,50,53,66,58,81
6088,9/11/2016 15:59,51,56,65,53,79
6089,9/11/2016 16:59,52,61,66,68,74
6090,9/11/2016 17:59,53,62,67,70,71
6091,9/11/2016 18:59,53,67,68,74,64
6092,9/11/2016 19:58,48,66,71,75,40
6093,9/11/2016 20:59,47,66,88,67,37
6094,9/11/2016 21:58,48,63,91,52,47
6095,9/11/2016 22:59,46,61,100,50,41
6096,9/11/2016 23:58,47,54,83,45,39
6097,10/11/2016 0:59,45,54,78,55,36
6098,10/11/2016 1:59,45,50,77,48,47
6099,10/11/2016 2:59,44,52,88,55,64
6100,10/11/2016 3:59,47,50,76,44,54
6101,10/11/2016 4:58,49,48,73,57,67
6102,10/11/2016 5:55,51,48,71,49,66
6103,10/11/2016 6:59,50,48,58,45,74
6104,10/11/2016 7:59,48,44,63,55,67
6105,10/11/2016 8:59,50,40,65,53,62
6106,10/11/2016 9:59,48,42,67,45,70
6107,10/11/2016 10:59,50,43,65,41,64
6108,10/11/2016 11:59,47,41,54,44,64
6109,10/11/2016 12:59,43,39,45,41,56
6110,10/11/2016 13:59,40,37,40,33,60
6111,10/11/2016 14:59,54,51,42,40,56
6112,10/11/2016 15:59,85,83,40,57,44
6113,10/11/2016 16:59,88,83,41,53,48
6114,10/11/2016 17:59,100,93,42,59,37
6115,10/11/2016 18:59,87,90,44,70,36
6116,10/11/2016 19:59,82,91,53,79,30
6117,10/11/2016 20:59,92,100,66,100,35
6118,10/11/2016 21:59,77,86,73,70,42
6119,10/11/2016 22:59,70,75,68,55,33
6120,10/11/2016 23:58,68,73,60,63,31
6121,11/11/2016 0:57,63,64,57,55,39
6122,11/11/2016 1:59,64,69,60,56,51
6123,11/11/2016 2:59,67,69,67,58,53
6124,11/11/2016 3:52,66,72,67,70,61
6125,11/11/2016 4:59,62,63,58,46,64
6126,11/11/2016 5:59,67,63,58,59,69
6127,11/11/2016 6:59,62,59,54,51,66
6128,11/11/2016 7:59,60,53,57,55,68
6129,11/11/2016 8:59,62,52,62,57,79
6130,11/11/2016 9:59,64,56,58,49,66
6131,11/11/2016 10:59,62,57,63,48,67
6132,11/11/2016 11:59,63,54,58,51,69
6133,11/11/2016 12:54,59,55,54,53,71
6134,11/11/2016 13:59,58,58,53,54,86
6135,11/11/2016 14:59,60,59,60,48,78
6136,11/11/2016 15:59,59,64,56,54,79
6137,11/11/2016 16:59,60,64,60,56,79
6138,11/11/2016 17:59,60,68,63,66,56
6139,11/11/2016 18:59,59,67,72,74,45
6140,11/11/2016 19:59,54,65,74,93,46
6141,11/11/2016 20:59,53,70,75,55,46
6142,11/11/2016 21:59,53,65,79,61,42
6143,11/11/2016 22:58,51,61,78,59,45
6144,11/11/2016 23:59,51,61,74,64,39
6145,12/11/2016 0:59,50,56,68,49,45
6146,12/11/2016 1:59,49,55,67,57,57
6147,12/11/2016 2:53,50,57,70,53,72
6148,12/11/2016 3:57,50,55,70,61,69
6149,12/11/2016 4:57,51,53,64,56,70
6150,12/11/2016 5:58,53,53,60,59,67
6151,12/11/2016 6:47,53,50,56,51,83
6152,12/11/2016 7:59,49,44,53,53,70
6153,12/11/2016 8:48,52,45,58,57,70
6154,12/11/2016 9:59,56,44,62,52,74
6155,12/11/2016 10:59,54,42,54,52,85
6156,12/11/2016 11:59,53,46,55,45,70
6157,12/11/2016 12:59,52,48,50,57,65
6158,12/11/2016 13:59,50,53,54,68,86
6159,12/11/2016 14:59,53,56,53,60,64
6160,12/11/2016 15:59,55,61,55,44,78
6161,12/11/2016 16:58,57,61,60,53,76
6162,12/11/2016 17:59,57,63,60,68,62
6163,12/11/2016 18:58,55,64,59,56,48
6164,12/11/2016 19:58,48,66,68,55,44
6165,12/11/2016 20:59,48,63,71,54,36
6166,12/11/2016 21:59,47,61,72,70,40
6167,12/11/2016 22:57,47,62,70,52,38
6168,12/11/2016 23:51,47,58,64,57,32
6169,13-11-16 0:59,45,53,56,44,46
6170,13-11-16 1:59,47,55,59,52,52
6171,13-11-16 2:59,46,55,60,52,59
6172,13-11-16 3:53,47,53,61,44,72
6173,13-11-16 4:54,47,51,57,47,71
6174,13-11-16 5:58,46,44,52,58,61
6175,13-11-16 6:58,48,46,49,37,53
6176,13-11-16 7:59,47,40,48,44,55
6177,13-11-16 8:58,48,40,45,48,70
6178,13-11-16 9:59,49,40,47,53,73
6179,13-11-16 10:59,50,43,43,46,54
6180,13-11-16 11:59,51,43,41,49,92
6181,13-11-16 12:57,50,46,40,77,59
6182,13-11-16 13:59,50,49,33,62,83
6183,13-11-16 14:59,51,49,35,47,73
6184,13-11-16 15:59,50,50,34,42,75
6185,13-11-16 16:59,49,59,38,63,66
6186,13-11-16 17:59,50,63,40,66,62
6187,13-11-16 18:59,48,63,45,68,58
6188,13-11-16 19:53,48,66,43,63,35
6189,13-11-16 20:55,46,62,42,65,30
6190,13-11-16 21:59,47,56,47,67,39
6191,13-11-16 22:59,46,59,46,62,35
6192,13-11-16 23:53,47,58,44,40,34
6193,14-11-16 0:59,45,53,44,56,31
6194,14-11-16 1:50,48,51,46,57,33
6195,14-11-16 2:59,45,53,42,44,35
6196,14-11-16 3:59,45,52,47,46,45
6197,14-11-16 4:58,46,50,44,51,51
6198,14-11-16 5:59,46,44,43,46,50
6199,14-11-16 6:56,46,43,42,54,55
6200,14-11-16 7:58,48,38,42,54,59
6201,14-11-16 8:59,49,43,41,51,54
6202,14-11-16 9:58,50,39,43,45,69
6203,14-11-16 10:56,50,39,42,55,61
6204,14-11-16 11:56,53,44,34,48,64
6205,14-11-16 12:59,50,44,36,78,75
6206,14-11-16 13:59,50,47,36,51,60
6207,14-11-16 14:59,51,49,33,49,71
6208,14-11-16 15:59,50,51,36,63,65
6209,14-11-16 16:59,52,55,37,55,54
6210,14-11-16 17:59,54,56,44,49,45
6211,14-11-16 18:58,52,61,43,74,37
6212,14-11-16 19:59,49,57,45,82,30
6213,14-11-16 20:59,43,60,41,47,34
6214,14-11-16 21:59,46,55,48,58,25
6215,14-11-16 22:55,45,56,44,64,33
6216,14-11-16 23:59,44,52,45,56,31
6217,15-11-16 0:59,43,51,40,50,29
6218,15-11-16 1:59,45,49,42,50,29
6219,15-11-16 2:59,47,48,43,51,42
6220,15-11-16 3:59,50,48,44,60,42
6221,15-11-16 4:58,47,44,44,51,48
6222,15-11-16 5:59,48,44,48,49,59
6223,15-11-16 6:59,47,41,42,45,49
6224,15-11-16 7:58,46,39,44,32,46
6225,15-11-16 8:57,49,40,46,53,52
6226,15-11-16 9:59,48,38,42,45,59
6227,15-11-16 10:59,51,43,48,52,68
6228,15-11-16 11:55,50,41,43,48,87
6229,15-11-16 12:59,48,52,42,93,77
6230,15-11-16 13:59,47,51,44,62,85
6231,15-11-16 14:59,47,48,47,59,80
6232,15-11-16 15:59,54,55,46,52,92
6233,15-11-16 16:59,50,56,51,50,81
6234,15-11-16 17:59,52,63,58,70,62
6235,15-11-16 18:59,52,64,68,84,68
6236,15-11-16 19:57,48,63,78,59,41
6237,15-11-16 20:59,48,64,82,70,35
6238,15-11-16 21:59,47,63,87,76,41
6239,15-11-16 22:59,48,54,88,66,39
6240,15-11-16 23:59,46,56,74,52,43
6241,16-11-16 0:59,48,53,69,53,50
6242,16-11-16 1:59,46,54,71,54,51
6243,16-11-16 2:59,47,52,68,53,64
6244,16-11-16 3:59,46,50,67,46,78
6245,16-11-16 4:58,47,52,70,52,70
6246,16-11-16 5:58,48,48,61,43,76
6247,16-11-16 6:59,48,44,59,50,88
6248,16-11-16 7:59,48,45,60,56,78
6249,16-11-16 8:56,50,45,65,54,86
6250,16-11-16 9:58,50,42,55,61,79
6251,16-11-16 10:59,53,45,55,55,92
6252,16-11-16 11:59,54,42,48,78,100
6253,16-11-16 12:59,51,47,54,62,98
6254,16-11-16 13:59,79,59,50,75,97
6255,16-11-16 14:59,79,60,48,66,82
6256,16-11-16 15:59,79,66,52,52,98
6257,16-11-16 16:59,79,75,48,73,81
6258,16-11-16 17:59,85,73,57,80,94
6259,16-11-16 18:59,78,74,68,88,69
6260,16-11-16 19:59,79,80,70,91,66
6261,16-11-16 20:57,77,79,76,85,51
6262,16-11-16 21:59,74,80,84,86,32
6263,16-11-16 22:59,74,75,92,66,50
6264,16-11-16 23:59,75,72,82,74,49
6265,17-11-16 0:59,71,70,76,59,51
6266,17-11-16 1:59,73,70,67,62,45
6267,17-11-16 2:59,75,68,71,80,49
